ID,Name,areaNo,gridXNo,gridZNo,posX,posZ,picX,picY
2594,,60,43,39,88.99,96.707,2274.165283,990.9147217
2595,,60,44,37,-53,64,2605.395508,2573.4375
2596,,60,43,37,36.38,41.32,2121.318848,2639.329102
2601,,60,42,39,-125.4,-102.97,907.5537109,1571.031006
2602,,60,43,37,-107.35,-74.35,1703.743896,2975.38208
2603,,60,43,38,44.37,53.18,2144.531982,1861.122559
2604,,60,43,39,99.79,82.09,2305.542236,1033.381104
2605,,60,44,36,57.3,-26.55,2925.847168,3580.26001
2606,,60,44,38,73.22,82.15,2972.099121,1776.956787
2607,,60,45,38,61.87,-109.62,3682.874268,2334.101074
2615,,60,42,36,111.35,-13.79,1595.377197,3543.188721
2616,,60,42,36,-44.3,-17.62,1143.171387,3554.315918
2617,,60,42,36,71.96,-115.42,1480.938477,3838.45166
2618,,60,42,37,-107.05,108.15,960.8654785,2445.169678
2619,,60,42,37,21.34,46.81,1333.873535,2623.37915
2620,,60,42,37,-22.42,-37.87,1206.73877,2869.397705
2621,,60,42,38,-64.07,-44.73,1085.734131,2145.577881
2622,,60,42,38,-103,49.13,972.6318359,1872.888916
2623,,60,42,38,34.33,36.93,1371.613037,1908.333252
2624,,60,42,39,-49.79,78.24,1127.221436,1044.566406
2625,,60,42,39,57.26,16.37,1438.230957,1224.315674
2626,,60,42,39,120.27,-84.36,1621.292236,1516.963867
2627,,60,43,36,1.23,72.57,2019.198486,3292.289307
2628,,60,43,36,113.45,57.68,2345.228271,3335.548828
2629,,60,43,36,59.18,-109.54,2187.559082,3821.368652
2630,,60,43,37,119.14,-94.37,2361.759277,3033.545654
2631,,60,43,37,-42.25,-7.37,1892.877197,2780.786865
2632,,60,43,37,-88.09,104.64,1759.699463,2455.367188
2633,,60,43,38,100.74,13.1,2308.302246,1977.565918
2634,,60,43,38,54.99,-94.64,2175.385986,2290.580078
2635,,60,43,38,-82.2,88.58,1776.811523,1758.275879
2636,,60,43,39,-110.69,109.7,1694.040283,953.1665039
2637,,60,43,39,-71.81,-50.54,1806.997314,1418.70752
2638,,60,43,39,86.78,3.42,2267.744629,1261.938965
2639,,60,44,36,15.38,3.6,2804.058105,3492.666016
2640,,60,44,36,-57.72,88.02,2591.682617,3247.402832
2641,,60,44,36,-100.89,-50.86,2466.261963,3650.887207
2642,,60,44,37,-82.64,-14.15,2519.283203,2800.484619
2643,,60,44,37,12.25,39.28,2794.9646,2645.255859
2644,,60,44,37,87.25,103.81,3012.860107,2457.778564
2645,,60,44,38,-101.01,-15.03,2465.91333,2059.29126
2646,,60,44,38,-58.99,-109.43,2587.99292,2333.549072
2647,,60,44,38,13.31,107.03,2798.044189,1704.673584
2648,,60,44,39,-85.49,-98.42,2511.003174,1557.812012
2649,,60,44,39,-70.85,3.88,2553.536377,1260.602539
2650,,60,44,39,30.98,81.92,2849.380371,1033.875
2651,,60,45,36,90.27,113,3765.384033,3174.829102
2652,,60,45,36,-2.33,-68.37,3496.355713,3701.758545
2653,,60,45,36,-106.83,40.46,3192.754639,3385.577637
2654,,60,45,37,-82.28,-49.75,3264.079102,2903.912354
2655,,60,45,37,-53.95,46.75,3346.385498,2623.553467
2656,,60,45,37,41.95,16.53,3625.001221,2711.35083
2657,,60,45,38,-45.8,99.06,3370.063477,1727.828613
2658,,60,45,38,112.6,48.65,3830.258789,1874.283447
2659,,60,45,38,-6.81,-101.21,3483.340088,2309.667725
2660,,60,45,39,-89.46,-21.93,3243.219238,1335.587646
2661,,60,45,39,1.06,-42.01,3506.20459,1393.925537
2662,,60,45,39,-104.67,107.68,3199.030029,959.0351563
2700,,60,42,36,57.51,75.78,1438.957275,3282.963379
2701,,60,42,39,80.95,-34.22,1507.056885,1371.293457
2702,,60,43,37,-46.9,-108.74,1879.367676,3075.294434
2703,,60,43,38,-5.19,-17.44,2000.546631,2066.292969
2704,,60,44,36,-64.96,-3.8,2570.648438,3514.165039
2705,,60,44,36,100.92,-0.03,3052.575195,3503.212158
2706,,60,44,37,-68.03,94.38,2561.729248,2485.175293
2707,,60,44,39,-119.68,27.72,2411.671875,1191.34082
2708,,60,45,39,45.09,-24.49,3634.123779,1343.025146
2710,,60,42,36,56.585,71.43,1436.269897,3295.601318
2711,,60,42,39,49.952,-44.263,1416.999219,1400.471118
2712,,60,43,37,-50.232,-111.543,1869.687305,3083.437915
2713,,60,43,38,-8.949,-23.482,1989.625708,2083.846631
2714,,60,44,36,103.027,-6.618,3058.696606,3522.3521
2715,,60,44,36,-65.831,-26.795,2568.117944,3580.971802
2716,,60,44,37,-50.64,21.347,2612.251953,2697.356128
2717,,60,44,39,-120,32.965,2410.742188,1176.102661
2718,,60,45,39,44.291,-22.021,3631.802466,1335.852026
2750,,60,42,36,93.28,-111.43,1542.878906,3826.859619
2751,,60,42,38,-46.23,-77.53,1137.564209,2240.87085
2752,,60,42,38,-112.69,82.2,944.4797363,1776.811523
2753,,60,42,38,94.25,65.8,1545.697021,1824.458008
2754,,60,42,39,16.55,59.36,1319.957275,1099.417969
2755,,60,43,36,57,85,2080,3400
2756,,60,43,37,37.57,62.69,2124.776123,2577.243408
2757,,60,43,37,37.57,62.69,2290,2577.243408
2758,,60,43,39,-124.81,19.15,1653.017822,1216.239014
2759,,60,43,39,84.86,-167.25,2262.166504,1757.781982
2760,,60,44,38,-49.54,55.63,2615.447754,1854.004639
2761,,60,44,39,79.16,50.83,2989.356445,1124.199951
2762,,60,45,36,-102.93,-46.38,3204.085205,3637.871582
2763,,60,45,37,22.18,117.69,3567.563965,2417.453369
2800,,60,42,36,26,-4,1347.412109,3514.746094
2801,,60,42,38,-54,21,1114.990234,1954.614258
2802,,60,43,36,88,-29,2271.289063,3587.37793
2803,,60,43,36,-75,88,1797.729492,3247.460938
2804,,60,43,37,17,-58,2065.014648,2927.880859
2805,,60,43,38,-84,-62,1771.582031,2195.751953
2806,,60,44,37,-53,64,2605.395508,2573.4375
2807,,60,44,39,-34,-22,2660.595703,1335.791016
2808,,60,45,39,82,18,3741.357422,1219.580078
2809,,60,45,36,-88,96,3247.460938,3224.21875
2810,,60,45,37,-90.47,96.33,3240.284912,2479.51001
2811,,60,44,36,48.9,91.35,2901.442871,3237.728271
2812,,60,45,37,-30.53,53.87,3414.427002,2602.86792
2813,,60,43,38,-26.54,35.82,1938.519043,1911.558105
2814,,60,43,39,88.99,96.707,2274.165283,990.9147217
2815,,60,42,39,-54.12,61.66,1114.641602,1092.73584
2816,,60,44,37,-53,64,2605.395508,2573.4375
2817,,60,43,37,36.38,41.32,2121.318848,2639.329102
