ID,MAP,type,is_display,,coord_index,,,,,,
2370,46,46540,1,756,756,0,0,0,0,0,0
2371,46,49410,1,190,190,0,0,0,0,0,0
2372,46,46670,1,759,759,0,0,0,0,0,0
2373,46,46680,1,763,763,0,0,0,0,0,0
2374,46,46520,1,753,753,0,0,0,0,0,0
2375,46,46640,1,760,760,0,0,0,0,0,0
2376,46,46770,1,755,755,0,0,0,0,0,0
2377,46,46590,1,754,754,0,0,0,0,0,0
2378,46,46570,1,762,762,0,0,0,0,0,0
2379,46,46720,1,761,761,0,0,0,0,0,0
2380,46,46650,1,758,758,0,0,0,0,0,0
2381,46,45510,1,750,750,0,0,0,0,0,0
2382,46,46606,1,602,602,0,0,0,0,0,0
2383,46,46702,1,604,604,0,0,0,0,0,0
2384,46,46700,1,605,605,0,0,0,0,0,0
2385,46,46604,1,607,607,0,0,0,0,0,0
2386,46,46503,1,601,601,0,0,0,0,0,0
2387,46,46602,1,606,606,0,0,0,0,0,0
2388,46,46504,1,603,603,0,0,0,0,0,0
2389,46,49400,1,718,718,0,0,0,0,0,0
2390,46,30301,1,100,100,0,0,0,0,0,0
2391,46,30301,1,120,120,0,0,0,0,0,0
2392,46,38101,1,101,101,0,0,0,0,0,0
2393,46,32000,1,112,112,0,0,0,0,0,0
2394,46,32201,1,106,106,0,0,0,0,0,0
2395,46,37900,1,312,312,0,0,1,0,0,1
2396,46,43001,0,310,310,0,0,0,0,0,0
2397,46,43001,0,314,314,0,0,0,0,0,0
2398,47,38100,1,123,123,0,0,0,0,0,0
2399,47,30001,1,114,114,0,0,0,0,0,0
2400,47,30301,1,107,107,0,0,0,0,0,0
2401,47,38000,1,313,116,1,0,0,0,0,0
2402,47,32001,1,117,117,0,0,0,0,0,0
2403,47,32100,1,104,104,0,0,0,0,0,0
2404,47,32102,1,109,109,0,0,0,0,0,0
2405,47,34002,1,110,110,0,0,0,0,0,0
2406,47,34102,1,106,106,0,0,0,0,0,0
2407,47,34300,1,112,112,0,0,0,0,0,0
2408,47,34002,1,100,100,0,0,0,0,0,0
2409,47,43020,0,352,352,0,0,0,0,0,0
2410,47,41000,1,305,305,0,0,1,0,0,1
2411,47,41000,1,314,314,0,0,1,0,0,1
2412,47,41000,1,301,301,0,0,1,0,0,1
2413,47,45000,1,312,312,0,0,1,0,0,1
2414,47,40007,1,306,306,0,0,1,0,0,1
2415,47,43001,0,300,300,0,0,0,0,0,0
2416,47,43501,0,307,307,0,0,0,0,1,0
2417,47,46820,1,757,757,0,0,0,0,0,0
2418,47,46640,1,756,756,0,0,0,0,0,0
2419,47,49420,1,190,190,0,0,0,0,0,0
2420,47,46680,1,750,750,0,0,0,0,0,0
2421,47,46670,1,760,760,0,0,0,0,0,0
2422,47,46520,1,759,759,0,0,0,0,0,0
2423,47,46580,1,753,753,0,0,0,0,0,0
2424,47,45510,1,754,754,0,0,0,0,0,0
2425,47,46720,1,761,761,0,0,0,0,0,0
2426,47,46650,1,755,755,0,0,0,0,0,0
2427,47,46710,1,762,762,0,0,0,0,0,0
2428,47,46570,1,758,758,0,0,0,0,0,0
2429,47,46690,1,763,763,0,0,0,0,0,0
2430,47,46505,1,604,604,0,0,0,0,0,0
2431,47,46604,1,605,605,0,0,0,0,0,0
2432,47,46703,1,602,602,0,0,0,0,0,0
2433,47,46700,1,606,606,0,0,0,0,0,0
2434,47,46602,1,601,601,0,0,0,0,0,0
2435,47,46603,1,607,607,0,0,0,0,0,0
2436,47,46502,1,603,603,0,0,0,0,0,0
2437,47,49400,1,713,713,0,0,0,0,0,0
2438,47,30001,1,101,101,0,0,0,0,0,0
2439,47,30301,1,103,103,0,0,0,0,0,0
2440,47,34102,1,113,113,0,0,0,0,0,0
2441,47,34002,1,111,111,0,0,0,0,0,0
2442,47,34300,1,307,108,0,0,0,1,0,0
2443,47,37900,1,308,308,0,0,1,0,0,1
2444,47,43501,0,313,313,0,1,0,0,0,0
2445,47,43001,0,310,310,0,0,0,0,0,0
2446,48,38101,1,124,124,0,0,0,0,0,0
2447,48,30301,1,111,111,0,0,0,0,0,0
2448,48,30300,1,106,106,0,0,0,0,0,0
2449,48,38001,1,100,100,0,0,0,0,0,0
2450,48,32102,1,313,116,1,0,0,0,0,0
2451,48,32201,1,113,113,0,0,0,0,0,0
2452,48,32200,1,101,101,0,0,0,0,0,0
2453,48,34101,1,103,103,0,0,0,0,0,0
2454,48,34104,1,307,108,0,0,0,1,0,0
2455,48,34100,1,112,112,0,0,0,0,0,0
2456,48,34100,1,114,114,0,0,0,0,0,0
2457,48,43410,0,356,356,0,0,0,0,0,0
2458,48,41000,1,312,312,0,0,1,0,0,1
2459,48,41000,1,310,310,0,0,1,0,0,1
2460,48,41000,1,302,302,0,0,1,0,0,1
2461,48,45000,1,308,308,0,0,1,0,0,1
2462,48,40002,1,301,301,0,0,1,0,0,1
2463,48,43000,0,314,314,0,0,0,0,0,0
2464,48,43001,0,307,307,0,0,0,0,1,0
2465,48,46950,1,757,757,0,0,0,0,0,0
2466,48,46660,1,756,756,0,0,0,0,0,0
2467,48,49420,1,190,190,0,0,0,0,0,0
2468,48,46530,1,755,755,0,0,0,0,0,0
2469,48,46740,1,753,753,0,0,0,0,0,0
2470,48,46670,1,761,761,0,0,0,0,0,0
2471,48,46680,1,762,762,0,0,0,0,0,0
2472,48,46570,1,759,759,0,0,0,0,0,0
2473,48,45510,1,750,750,0,0,0,0,0,0
2474,48,46770,1,763,763,0,0,0,0,0,0
2475,48,46590,1,760,760,0,0,0,0,0,0
2476,48,46710,1,754,754,0,0,0,0,0,0
2477,48,46650,1,758,758,0,0,0,0,0,0
2478,48,46702,1,606,606,0,0,0,0,0,0
2479,48,46605,1,604,604,0,0,0,0,0,0
2480,48,46603,1,601,601,0,0,0,0,0,0
2481,48,46602,1,602,602,0,0,0,0,0,0
2482,48,46701,1,605,605,0,0,0,0,0,0
2483,48,46503,1,607,607,0,0,0,0,0,0
2484,48,46502,1,603,603,0,0,0,0,0,0
2485,48,30300,1,104,104,0,0,0,0,0,0
2486,48,38101,1,107,107,0,0,0,0,0,0
2487,48,34100,1,110,110,0,0,0,0,0,0
2488,48,34104,1,117,117,0,0,0,0,0,0
2489,48,34100,1,109,109,0,0,0,0,0,0
2490,48,45000,1,116,313,0,1,1,0,0,1
2491,48,40006,1,305,305,0,0,1,0,0,1
2492,48,43001,0,300,300,0,0,0,0,0,0
2493,49,30001,1,121,121,0,0,0,0,0,0
2494,49,30301,1,307,108,0,0,0,1,0,0
2495,49,38000,1,106,106,0,0,0,0,0,0
2496,49,38101,1,104,104,0,0,0,0,0,0
2497,49,32100,1,117,117,0,0,0,0,0,0
2498,49,32200,1,113,113,0,0,0,0,0,0
2499,49,32001,1,313,116,1,0,0,0,0,0
2500,49,34300,1,103,103,0,0,0,0,0,0
2501,49,34001,1,100,100,0,0,0,0,0,0
2502,49,34002,1,109,109,0,0,0,0,0,0
2503,49,34001,1,107,107,0,0,0,0,0,0
2504,49,41010,1,350,350,0,0,1,0,0,1
2505,49,41000,1,302,302,0,0,1,0,0,1
2506,49,41000,1,310,310,0,0,1,0,0,1
2507,49,41000,1,308,308,0,0,1,0,0,1
2508,49,45000,1,305,305,0,0,1,0,0,1
2509,49,40000,1,116,313,0,1,1,0,0,1
2510,49,43400,0,307,307,0,0,0,0,1,0
2511,49,43001,0,301,301,0,0,0,0,0,0
2512,49,46820,1,757,757,0,0,0,0,0,0
2513,49,46520,1,756,756,0,0,0,0,0,0
2514,49,49410,1,190,190,0,0,0,0,0,0
2515,49,46530,1,759,759,0,0,0,0,0,0
2516,49,46630,1,753,753,0,0,0,0,0,0
2517,49,46580,1,762,762,0,0,0,0,0,0
2518,49,46640,1,750,750,0,0,0,0,0,0
2519,49,46620,1,758,758,0,0,0,0,0,0
2520,49,46710,1,761,761,0,0,0,0,0,0
2521,49,46770,1,755,755,0,0,0,0,0,0
2522,49,46550,1,763,763,0,0,0,0,0,0
2523,49,46570,1,754,754,0,0,0,0,0,0
2524,49,46650,1,760,760,0,0,0,0,0,0
2525,49,46606,1,607,607,0,0,0,0,0,0
2526,49,46701,1,606,606,0,0,0,0,0,0
2527,49,46505,1,602,602,0,0,0,0,0,0
2528,49,46603,1,601,601,0,0,0,0,0,0
2529,49,46503,1,604,604,0,0,0,0,0,0
2530,49,46702,1,605,605,0,0,0,0,0,0
2531,49,46602,1,603,603,0,0,0,0,0,0
2532,49,30301,1,120,120,0,0,0,0,0,0
2533,49,34001,1,112,112,0,0,0,0,0,0
2534,49,34001,1,114,114,0,0,0,0,0,0
2535,49,34002,1,111,111,0,0,0,0,0,0
2536,49,34300,1,110,110,0,0,0,0,0,0
2537,49,37900,1,314,314,0,0,1,0,0,1
2538,49,40006,1,306,306,0,0,1,0,0,1
2539,49,40005,1,312,312,0,0,1,0,0,1
2540,50,30000,1,128,128,0,0,0,0,0,0
2541,50,30301,1,100,100,0,0,0,0,0,0
2542,50,38100,1,110,110,0,0,0,0,0,0
2543,50,38001,1,313,116,1,0,0,0,0,0
2544,50,32201,1,101,101,0,0,0,0,0,0
2545,50,32001,1,109,109,0,0,0,0,0,0
2546,50,32101,1,113,113,0,0,0,0,0,0
2547,50,34103,1,120,120,0,0,0,0,0,0
2548,50,34101,1,117,117,0,0,0,0,0,0
2549,50,34100,1,106,106,0,0,0,0,0,0
2550,50,34103,1,307,108,0,0,0,1,0,0
2551,50,45010,1,362,362,0,0,1,0,0,1
2552,50,41000,1,314,314,0,0,1,0,0,1
2553,50,41000,1,108,307,0,0,1,0,1,1
2554,50,41000,1,300,300,0,0,1,0,0,1
2555,50,45000,1,305,305,0,0,1,0,0,1
2556,50,40004,1,301,301,0,0,1,0,0,1
2557,50,43501,0,306,306,0,0,0,0,0,0
2558,50,43001,0,310,310,0,0,0,0,0,0
2559,50,46880,1,757,757,0,0,0,0,0,0
2560,50,46680,1,756,756,0,0,0,0,0,0
2561,50,49430,1,190,190,0,0,0,0,0,0
2562,50,46740,1,750,750,0,0,0,0,0,0
2563,50,46530,1,762,762,0,0,0,0,0,0
2564,50,46540,1,759,759,0,0,0,0,0,0
2565,50,46630,1,760,760,0,0,0,0,0,0
2566,50,46570,1,753,753,0,0,0,0,0,0
2567,50,45510,1,755,755,0,0,0,0,0,0
2568,50,46710,1,763,763,0,0,0,0,0,0
2569,50,46770,1,761,761,0,0,0,0,0,0
2570,50,46620,1,758,758,0,0,0,0,0,0
2571,50,46510,1,754,754,0,0,0,0,0,0
2572,50,46602,1,604,604,0,0,0,0,0,0
2573,50,46606,1,602,602,0,0,0,0,0,0
2574,50,46703,1,601,601,0,0,0,0,0,0
2575,50,46605,1,605,605,0,0,0,0,0,0
2576,50,46504,1,606,606,0,0,0,0,0,0
2577,50,46505,1,607,607,0,0,0,0,0,0
2578,50,46704,1,603,603,0,0,0,0,0,0
2579,50,30301,1,112,112,0,0,0,0,0,0
2580,50,30000,1,107,107,0,0,0,0,0,0
2581,50,38001,1,104,104,0,0,0,0,0,0
2582,50,32101,1,103,103,0,0,0,0,0,0
2583,50,32001,1,111,111,0,0,0,0,0,0
2584,50,37900,1,308,308,0,0,1,0,0,1
2585,50,45000,1,116,313,0,1,1,0,0,1
2586,50,40008,1,302,302,0,0,1,0,0,1
2587,51,30001,1,126,126,0,0,0,0,0,0
2588,51,30300,1,120,120,0,0,0,0,0,0
2589,51,38001,1,112,112,0,0,0,0,0,0
2590,51,38100,1,106,106,0,0,0,0,0,0
2591,51,32101,1,111,111,0,0,0,0,0,0
2592,51,32102,1,101,101,0,0,0,0,0,0
2593,51,32000,1,104,104,0,0,0,0,0,0
2594,51,34101,1,107,107,0,0,0,0,0,0
2595,51,34002,1,113,113,0,0,0,0,0,0
2596,51,34300,1,117,117,0,0,0,0,0,0
2597,51,34101,1,100,100,0,0,0,0,0,0
2598,51,45010,1,358,358,0,0,1,0,0,1
2599,51,41000,1,108,307,0,0,1,0,1,1
2600,51,41000,1,300,300,0,0,1,0,0,1
2601,51,41000,1,116,313,0,1,1,0,0,1
2602,51,45000,1,305,305,0,0,1,0,0,1
2603,51,40000,1,312,312,0,0,1,0,0,1
2604,51,43400,0,310,310,0,0,0,0,0,0
2605,51,43501,0,306,306,0,0,0,0,0,0
2606,51,46910,1,757,757,0,0,0,0,0,0
2607,51,46660,1,756,756,0,0,0,0,0,0
2608,51,49420,1,190,190,0,0,0,0,0,0
2609,51,46560,1,763,763,0,0,0,0,0,0
2610,51,46520,1,750,750,0,0,0,0,0,0
2611,51,46670,1,760,760,0,0,0,0,0,0
2612,51,46530,1,754,754,0,0,0,0,0,0
2613,51,46720,1,759,759,0,0,0,0,0,0
2614,51,46570,1,753,753,0,0,0,0,0,0
2615,51,46690,1,755,755,0,0,0,0,0,0
2616,51,46770,1,762,762,0,0,0,0,0,0
2617,51,46510,1,758,758,0,0,0,0,0,0
2618,51,46710,1,761,761,0,0,0,0,0,0
2619,51,46606,1,607,607,0,0,0,0,0,0
2620,51,46505,1,602,602,0,0,0,0,0,0
2621,51,46605,1,605,605,0,0,0,0,0,0
2622,51,46700,1,606,606,0,0,0,0,0,0
2623,51,46702,1,601,601,0,0,0,0,0,0
2624,51,46603,1,604,604,0,0,0,0,0,0
2625,51,46503,1,603,603,0,0,0,0,0,0
2626,51,34300,1,109,109,0,0,0,0,0,0
2627,51,34002,1,103,103,0,0,0,0,0,0
2628,51,34101,1,110,110,0,0,0,0,0,0
2629,51,34101,1,313,116,1,0,0,0,0,0
2630,51,34101,1,114,114,0,0,0,0,0,0
2631,51,37900,1,314,314,0,0,1,0,0,1
2632,51,45000,1,302,302,0,0,1,0,0,1
2633,51,40008,1,301,301,0,0,1,0,0,1
2634,52,21100,1,112,112,0,0,0,0,0,0
2635,52,38100,1,128,128,0,0,0,0,0,0
2636,52,30001,1,106,106,0,0,0,0,0,0
2637,52,30300,1,101,101,0,0,0,0,0,0
2638,52,38101,1,103,103,0,0,0,0,0,0
2639,52,32100,1,307,108,0,0,0,1,0,0
2640,52,32101,1,120,120,0,0,0,0,0,0
2641,52,32000,1,110,110,0,0,0,0,0,0
2642,52,34100,1,111,111,0,0,0,0,0,0
2643,52,34104,1,113,113,0,0,0,0,0,0
2644,52,34103,1,104,104,0,0,0,0,0,0
2645,52,34100,1,109,109,0,0,0,0,0,0
2646,52,44010,1,362,362,0,0,1,0,0,1
2647,52,41000,1,116,313,0,1,1,0,0,1
2648,52,41000,1,308,308,0,0,1,0,0,1
2649,52,41000,1,108,307,0,0,1,0,1,1
2650,52,45000,1,301,301,0,0,1,0,0,1
2651,52,40003,1,302,302,0,0,1,0,0,1
2652,52,43001,0,300,300,0,0,0,0,0,0
2653,52,43000,0,305,305,0,0,0,0,0,0
2654,52,46860,1,757,757,0,0,0,0,0,0
2655,52,46640,1,756,756,0,0,0,0,0,0
2656,52,49410,1,190,190,0,0,0,0,0,0
2657,52,46630,1,760,760,0,0,0,0,0,0
2658,52,46740,1,763,763,0,0,0,0,0,0
2659,52,46660,1,759,759,0,0,0,0,0,0
2660,52,46680,1,750,750,0,0,0,0,0,0
2661,52,46510,1,754,754,0,0,0,0,0,0
2662,52,46690,1,761,761,0,0,0,0,0,0
2663,52,46720,1,762,762,0,0,0,0,0,0
2664,52,46650,1,755,755,0,0,0,0,0,0
2665,52,46710,1,758,758,0,0,0,0,0,0
2666,52,46570,1,753,753,0,0,0,0,0,0
2667,52,46700,1,603,603,0,0,0,0,0,0
2668,52,46703,1,605,605,0,0,0,0,0,0
2669,52,46606,1,601,601,0,0,0,0,0,0
2670,52,46503,1,607,607,0,0,0,0,0,0
2671,52,46604,1,604,604,0,0,0,0,0,0
2672,52,46605,1,602,602,0,0,0,0,0,0
2673,52,46505,1,606,606,0,0,0,0,0,0
2674,52,32101,1,313,116,1,0,0,0,0,0
2675,52,32000,1,100,100,0,0,0,0,0,0
2676,52,32000,1,117,117,0,0,0,0,0,0
2677,52,34100,1,107,107,0,0,0,0,0,0
2678,52,40006,1,314,314,0,0,1,0,0,1
2679,52,43001,0,310,310,0,0,0,0,0,0
2680,52,43001,0,306,306,0,0,0,0,0,0
2681,53,38000,1,125,125,0,0,0,0,0,0
2682,53,30000,1,111,111,0,0,0,0,0,0
2683,53,30301,1,120,120,0,0,0,0,0,0
2684,53,38001,1,100,100,0,0,0,0,0,0
2685,53,32000,1,107,107,0,0,0,0,0,0
2686,53,32200,1,313,116,1,0,0,0,0,0
2687,53,32101,1,113,113,0,0,0,0,0,0
2688,53,34001,1,114,114,0,0,0,0,0,0
2689,53,34200,1,103,103,0,0,0,0,0,0
2690,53,34101,1,112,112,0,0,0,0,0,0
2691,53,34001,1,101,101,0,0,0,0,0,0
2692,53,41010,1,351,351,0,0,1,0,0,1
2693,53,41000,1,302,302,0,0,1,0,0,1
2694,53,41000,1,300,300,0,0,1,0,0,1
2695,53,41000,1,308,308,0,0,1,0,0,1
2696,53,45000,1,314,314,0,0,1,0,0,1
2697,53,40005,1,312,312,0,0,1,0,0,1
2698,53,43000,0,306,306,0,0,0,0,0,0
2699,53,43501,0,305,305,0,0,0,0,0,0
2700,53,46910,1,757,757,0,0,0,0,0,0
2701,53,46520,1,756,756,0,0,0,0,0,0
2702,53,49410,1,190,190,0,0,0,0,0,0
2703,53,46540,1,759,759,0,0,0,0,0,0
2704,53,46630,1,763,763,0,0,0,0,0,0
2705,53,46670,1,754,754,0,0,0,0,0,0
2706,53,46680,1,750,750,0,0,0,0,0,0
2707,53,46770,1,762,762,0,0,0,0,0,0
2708,53,46710,1,753,753,0,0,0,0,0,0
2709,53,46620,1,755,755,0,0,0,0,0,0
2710,53,46720,1,761,761,0,0,0,0,0,0
2711,53,46690,1,758,758,0,0,0,0,0,0
2712,53,46550,1,760,760,0,0,0,0,0,0
2713,53,46780,0,542,542,0,0,0,0,0,0
2714,53,46780,0,549,549,0,0,0,0,0,0
2715,53,46780,0,547,547,0,0,0,0,0,0
2716,53,46780,0,548,548,0,0,0,0,0,0
2717,53,46780,0,541,541,0,0,0,0,0,0
2718,53,46780,0,540,540,0,0,0,0,0,0
2719,53,46780,0,550,550,0,0,0,0,0,0
2720,53,46780,0,544,544,0,0,0,0,0,0
2721,53,46801,1,607,607,0,0,0,0,0,0
2722,53,46502,1,602,602,0,0,0,0,0,0
2723,53,46602,1,606,606,0,0,0,0,0,0
2724,53,46606,1,604,604,0,0,0,0,0,0
2725,53,46700,1,601,601,0,0,0,0,0,0
2726,53,46504,1,605,605,0,0,0,0,0,0
2727,53,46701,1,603,603,0,0,0,0,0,0
2728,53,30301,1,106,106,0,0,0,0,0,0
2729,53,32000,1,117,117,0,0,0,0,0,0
2730,53,32000,1,104,104,0,0,0,0,0,0
2731,53,32200,1,109,109,0,0,0,0,0,0
2732,53,34200,1,110,110,0,0,0,0,0,0
2733,53,45000,1,310,310,0,0,1,0,0,1
2734,53,43000,0,313,313,0,1,0,0,0,0
2735,53,43000,0,307,307,0,0,0,0,1,0
2736,54,30001,1,125,125,0,0,0,0,0,0
2737,54,30300,1,101,101,0,0,0,0,0,0
2738,54,38101,1,110,110,0,0,0,0,0,0
2739,54,38001,1,112,112,0,0,0,0,0,0
2740,54,32102,1,104,104,0,0,0,0,0,0
2741,54,32201,1,103,103,0,0,0,0,0,0
2742,54,32001,1,117,117,0,0,0,0,0,0
2743,54,34100,1,109,109,0,0,0,0,0,0
2744,54,34003,1,107,107,0,0,0,0,0,0
2745,54,34104,1,113,113,0,0,0,0,0,0
2746,54,34003,1,111,111,0,0,0,0,0,0
2747,54,41010,1,360,360,0,0,1,0,0,1
2748,54,41000,1,305,305,0,0,1,0,0,1
2749,54,41000,1,312,312,0,0,1,0,0,1
2750,54,41000,1,301,301,0,0,1,0,0,1
2751,54,45000,1,308,308,0,0,1,0,0,1
2752,54,40007,1,302,302,0,0,1,0,0,1
2753,54,43000,0,306,306,0,0,0,0,0,0
2754,54,43401,0,300,300,0,0,0,0,0,0
2755,54,46880,1,757,757,0,0,0,0,0,0
2756,54,46740,1,756,756,0,0,0,0,0,0
2757,54,49430,1,190,190,0,0,0,0,0,0
2758,54,46640,1,763,763,0,0,0,0,0,0
2759,54,46540,1,754,754,0,0,0,0,0,0
2760,54,46670,1,759,759,0,0,0,0,0,0
2761,54,46680,1,750,750,0,0,0,0,0,0
2762,54,46690,1,755,755,0,0,0,0,0,0
2763,54,46550,1,760,760,0,0,0,0,0,0
2764,54,46510,1,758,758,0,0,0,0,0,0
2765,54,46650,1,762,762,0,0,0,0,0,0
2766,54,46710,1,753,753,0,0,0,0,0,0
2767,54,46720,1,761,761,0,0,0,0,0,0
2768,54,46603,1,603,603,0,0,0,0,0,0
2769,54,46703,1,607,607,0,0,0,0,0,0
2770,54,46605,1,605,605,0,0,0,0,0,0
2771,54,46604,1,601,601,0,0,0,0,0,0
2772,54,46700,1,602,602,0,0,0,0,0,0
2773,54,46505,1,604,604,0,0,0,0,0,0
2774,54,46503,1,606,606,0,0,0,0,0,0
2775,54,30001,1,106,106,0,0,0,0,0,0
2776,54,38101,1,313,116,1,0,0,0,0,0
2777,54,32102,1,114,114,0,0,0,0,0,0
2778,54,34104,1,100,100,0,0,0,0,0,0
2779,54,34100,1,120,120,0,0,0,0,0,0
2780,54,37900,1,108,307,0,0,1,0,1,1
2781,54,45000,1,116,313,0,1,1,0,0,1
2782,54,43401,0,314,314,0,0,0,0,0,0
2783,55,38101,1,127,127,0,0,0,0,0,0
2784,55,30000,1,100,100,0,0,0,0,0,0
2785,55,30300,1,109,109,0,0,0,0,0,0
2786,55,38000,1,111,111,0,0,0,0,0,0
2787,55,32200,1,307,108,0,0,0,1,0,0
2788,55,32000,1,110,110,0,0,0,0,0,0
2789,55,32102,1,313,116,1,0,0,0,0,0
2790,55,34002,1,101,101,0,0,0,0,0,0
2791,55,34200,1,106,106,0,0,0,0,0,0
2792,55,34000,1,104,104,0,0,0,0,0,0
2793,55,34002,1,117,117,0,0,0,0,0,0
2794,55,43011,0,360,360,0,0,0,0,0,0
2795,55,41000,1,305,305,0,0,1,0,0,1
2796,55,41000,1,306,306,0,0,1,0,0,1
2797,55,41000,1,301,301,0,0,1,0,0,1
2798,55,45000,1,308,308,0,0,1,0,0,1
2799,55,40001,1,302,302,0,0,1,0,0,1
2800,55,43400,0,307,307,0,0,0,0,1,0
2801,55,43501,0,314,314,0,0,0,0,0,0
2802,55,46870,1,757,757,0,0,0,0,0,0
2803,55,46520,1,756,756,0,0,0,0,0,0
2804,55,49430,1,190,190,0,0,0,0,0,0
2805,55,46740,1,763,763,0,0,0,0,0,0
2806,55,46680,1,750,750,0,0,0,0,0,0
2807,55,46540,1,761,761,0,0,0,0,0,0
2808,55,46670,1,754,754,0,0,0,0,0,0
2809,55,46590,1,762,762,0,0,0,0,0,0
2810,55,46650,1,753,753,0,0,0,0,0,0
2811,55,46570,1,755,755,0,0,0,0,0,0
2812,55,46720,1,760,760,0,0,0,0,0,0
2813,55,46620,1,759,759,0,0,0,0,0,0
2814,55,46770,1,758,758,0,0,0,0,0,0
2815,55,46801,1,607,607,0,0,0,0,0,0
2816,55,46700,1,603,603,0,0,0,0,0,0
2817,55,46605,1,605,605,0,0,0,0,0,0
2818,55,46504,1,601,601,0,0,0,0,0,0
2819,55,46704,1,604,604,0,0,0,0,0,0
2820,55,46604,1,606,606,0,0,0,0,0,0
2821,55,46502,1,602,602,0,0,0,0,0,0
2822,55,49400,1,718,718,0,0,0,0,0,0
2823,55,30000,1,103,103,0,0,0,0,0,0
2824,55,38101,1,120,120,0,0,0,0,0,0
2825,55,32200,1,107,107,0,0,0,0,0,0
2826,55,37900,1,300,300,0,0,1,0,0,1
2827,55,40002,1,116,313,0,1,1,0,0,1
2828,55,40004,1,312,312,0,0,1,0,0,1
2829,55,21200,0,113,113,0,0,0,0,0,0
2830,55,21300,0,114,114,0,0,0,0,0,0
2831,56,38100,1,128,128,0,0,0,0,0,0
2832,56,30300,1,100,100,0,0,0,0,0,0
2833,56,30000,1,107,107,0,0,0,0,0,0
2834,56,38000,1,120,120,0,0,0,0,0,0
2835,56,32102,1,104,104,0,0,0,0,0,0
2836,56,32200,1,110,110,0,0,0,0,0,0
2837,56,32000,1,113,113,0,0,0,0,0,0
2838,56,34200,1,307,108,0,0,0,1,0,0
2839,56,34000,1,313,116,1,0,0,0,0,0
2840,56,34100,1,112,112,0,0,0,0,0,0
2841,56,34100,1,103,103,0,0,0,0,0,0
2842,56,43010,0,362,362,0,0,0,0,0,0
2843,56,41000,1,302,302,0,0,1,0,0,1
2844,56,41000,1,310,310,0,0,1,0,0,1
2845,56,41000,1,314,314,0,0,1,0,0,1
2846,56,45000,1,301,301,0,0,1,0,0,1
2847,56,40002,1,306,306,0,0,1,0,0,1
2848,56,43501,0,305,305,0,0,0,0,0,0
2849,56,43001,0,300,300,0,0,0,0,0,0
2850,56,46860,1,757,757,0,0,0,0,0,0
2851,56,46560,1,756,756,0,0,0,0,0,0
2852,56,49430,1,190,190,0,0,0,0,0,0
2853,56,46670,1,761,761,0,0,0,0,0,0
2854,56,46660,1,763,763,0,0,0,0,0,0
2855,56,46580,1,758,758,0,0,0,0,0,0
2856,56,46640,1,753,753,0,0,0,0,0,0
2857,56,46720,1,750,750,0,0,0,0,0,0
2858,56,45510,1,762,762,0,0,0,0,0,0
2859,56,46590,1,760,760,0,0,0,0,0,0
2860,56,46510,1,754,754,0,0,0,0,0,0
2861,56,46620,1,759,759,0,0,0,0,0,0
2862,56,46650,1,755,755,0,0,0,0,0,0
2863,56,46602,1,601,601,0,0,0,0,0,0
2864,56,46703,1,603,603,0,0,0,0,0,0
2865,56,46503,1,605,605,0,0,0,0,0,0
2866,56,46603,1,607,607,0,0,0,0,0,0
2867,56,46704,1,604,604,0,0,0,0,0,0
2868,56,46504,1,602,602,0,0,0,0,0,0
2869,56,46605,1,606,606,0,0,0,0,0,0
2870,56,49400,1,716,716,0,0,0,0,0,0
2871,56,32200,1,101,101,0,0,0,0,0,0
2872,56,34100,1,106,106,0,0,0,0,0,0
2873,56,34100,1,117,117,0,0,0,0,0,0
2874,56,34100,1,109,109,0,0,0,0,0,0
2875,56,34000,1,111,111,0,0,0,0,0,0
2876,56,37900,1,116,313,0,1,1,0,0,1
2877,56,45000,1,308,308,0,0,1,0,0,1
2878,56,40004,1,108,307,0,0,1,0,1,1
2879,57,30001,1,124,124,0,0,0,0,0,0
2880,57,30301,1,112,112,0,0,0,0,0,0
2881,57,38100,1,107,107,0,0,0,0,0,0
2882,57,38101,1,109,109,0,0,0,0,0,0
2883,57,32200,1,111,111,0,0,0,0,0,0
2884,57,32101,1,106,106,0,0,0,0,0,0
2885,57,32100,1,307,108,0,0,0,1,0,0
2886,57,34103,1,117,117,0,0,0,0,0,0
2887,57,34101,1,113,113,0,0,0,0,0,0
2888,57,34100,1,101,101,0,0,0,0,0,0
2889,57,34103,1,103,103,0,0,0,0,0,0
2890,57,41010,1,356,356,0,0,1,0,0,1
2891,57,41000,1,300,300,0,0,1,0,0,1
2892,57,41000,1,116,313,0,1,1,0,0,1
2893,57,41000,1,308,308,0,0,1,0,0,1
2894,57,45000,1,301,301,0,0,1,0,0,1
2895,57,40004,1,310,310,0,0,1,0,0,1
2896,57,43501,0,314,314,0,0,0,0,0,0
2897,57,43400,0,302,302,0,0,0,0,0,0
2898,57,46860,1,757,757,0,0,0,0,0,0
2899,57,46520,1,756,756,0,0,0,0,0,0
2900,57,49420,1,190,190,0,0,0,0,0,0
2901,57,46670,1,753,753,0,0,0,0,0,0
2902,57,46530,1,755,755,0,0,0,0,0,0
2903,57,46580,1,762,762,0,0,0,0,0,0
2904,57,46680,1,761,761,0,0,0,0,0,0
2905,57,46650,1,760,760,0,0,0,0,0,0
2906,57,46710,1,758,758,0,0,0,0,0,0
